1,comme,som,as
2,je,Jeg,I
3,son,hans,his
4,que,enn,that
5,il,han,he
6,était,var,was
7,pour,til,for
8,sur,på,on
9,sont,er,are
10,avec,med,with
11,ils,de,they
12,être,å være,be
13,à,Til,at
14,un,en,one
15,avoir,å ha,have
16,ce,dette,this
17,à partir de,fra,from
18,par,gjennom,by
19,chaud,varmt,hot
20,mot,ord,word
21,mais,korn,but
22,que,enn,what
23,certains,noen,some
24,est,er,is
25,il,han,it
26,vous,du,you
27,ou,Hvor,or
28,eu,hadde,had
29,la,de,the
30,de,av,of
31,à,Til,to
32,et,og,and
33,un,en,a
34,dans,i,in
35,nous,vi,we
36,boîte,eske,can
37,dehors,utenfor,out
38,autre,annen,other
39,étaient,var,were
40,qui,WHO,which
41,faire,å gjøre,do
42,leur,deres,their
43,temps,tid,time
44,si,hvis,if
45,volonté,vil,will
46,comment,"Hvordan? ""Eller"" hva",how
47,dit,sa,said
48,un,en,an
49,chaque,Hver,each
,,,
50,dire,å si,tell
51,ne,Født,does
52,ensemble,sammen,set
53,trois,tre,three
54,vouloir,vil,want
55,air,luft,air
56,bien,god,well
57,aussi,også,also
58,jouer,å leke,play
59,petit,liten,small
60,fin,slutt,end
61,mettre,å legge,put
62,maison,Hus,home
63,lire,lese,read
64,main,hånd,hand
65,port,Havn,port
66,grand,stor,large
67,épeler,å stave,spell
68,ajouter,legge til,add
69,même,samme,even
70,terre,Jord,land
71,ici,her,here
72,il faut,det er nødvendig,must
73,grand,stor,big
74,haut,høy,high
75,tel,Telefon,such
76,suivre,å følge,follow
77,acte,handling,act
78,pourquoi,Hvorfor,why
79,interroger,spørsmål,ask
80,hommes,menn,men
81,changement,endring,change
82,est allé,gikk,went
83,lumière,lys,light
84,genre,snill,kind
85,de,av,off
86,besoin,trenge,need
87,maison,Hus,house
88,image,bilde,picture
89,essayer,å prøve,try
90,nous,vi,us
91,encore,En gang til,again
92,animal,dyr,animal
93,point,punkt,point
94,mère,mor,mother
95,monde,verden,world
96,près de,nær,near
97,construire,å bygge,build
98,soi,selv-,self
,,,
99,terre,Jord,earth
100,père,far,father
101,tout,alle,any
102,nouveau,ny,new
103,travail,jobb,work
104,partie,del,part
105,prendre,å ta,take
106,obtenir,få,get
107,lieu,plass,place
108,fabriqué,laget,made
109,vivre,å leve,live
110,où,eller,where
111,après,etter,after
112,arrière,tilbake,back
113,peu,litt,little
114,seulement,kun,only
115,tour,tårn,round
116,homme,Mann,man
117,année,år,year
118,est venu,har kommet,came
119,montrer,å vise,show
120,tous,alle,every
121,bon,Vi vil,good
122,moi,meg,me
123,donner,å gi,give
124,notre,våre,our
125,sous,under,under
126,nom,Navn,name
127,très,veldig,very
128,par,gjennom,through
129,juste,bare,just
130,forme,form,form
131,phrase,frasering,sentence
132,grand,stor,great
133,penser,å tenke,think
134,dire,å si,say
135,aider,å hjelpe,help
136,faible,svak,low
137,ligne,linje,line
138,différer,å avvike,differ
139,tour,tårn,turn
140,la cause,årsaken,cause
141,beaucoup,mye,much
142,signifier,mener,mean
143,avant,før,before
144,déménagement,flytte,move
145,droit,lov,right
146,garçon,gutt,boy
147,vieux,gammel,old
148,trop,for mye,too
149,même,samme,same
150,elle,hun,she
151,tous,alle,all
152,là,de,there
153,quand,når,when
154,jusqu’à,opp til,up
155,utiliser,bruk,use
156,votre,din,your
157,manière,måte,way
158,sur,på,about
159,beaucoup,mye,many
160,puis,deretter,then
161,les,de,them
162,écrire,å skrive,write
163,voudrais,ønsker å,would
164,comme,som,like
165,si,hvis,so
166,ces,de,these
167,son,hans,her
168,long,lang,long
169,faire,å gjøre,make
170,chose,ting,thing
171,voir,se,see
172,lui,ham,him
173,deux,av dem,two
174,a,Til,has
175,regarder,å bekymre,look
176,plus,mer,more
177,jour,dag,day
178,pourrait,kunne,could
179,aller,gå,go
180,venir,å komme,come
181,fait,laget,did
182,nombre,Nummer,number
183,son,hans,sound
184,aucun,Nei,no
185,plus,mer,most
186,personnes,mennesker,people
187,ma,min,my
188,sur,på,over
189,savoir,vet,know
190,eau,vann,water
191,que,enn,than
192,appel,anrop,call
193,première,først,first
194,qui,WHO,who
195,peut,kan,may
196,vers le bas,ned,down
197,côté,side,side
,,,
198,été,sommer,been
199,maintenant,nå,now
200,trouver,å finne,find
201,tête,hode,head
202,supporter,Brukerstøtte,stand
203,propre,egen,own
204,page,side,page
205,devrait,bør,should
206,pays,land,country
207,trouvé,finne,found
208,réponse,svare,answer
209,école,skole,school
210,croître,vokse,grow
211,étude,studere,study
212,encore,En gang til,still
213,apprendre,å lære,learn
214,usine,fabrikk,plant
215,couvercle,lokk,cover
216,nourriture,mat,food
217,soleil,Sol,sun
218,quatre,fire,four
219,entre,Mellom,between
220,état,stat,state
221,garder,beholde,keep
222,œil,øye,eye
223,jamais,aldri,never
224,dernier,siste,last
225,laisser,la,let
226,pensée,tenkte,thought
227,ville,by,city
228,arbre,tre,tree
229,traverser,å krysse,cross
230,ferme,lukket,farm
231,dur,hard,hard
232,début,start,start
233,puissance,makt,might
234,histoire,historie,story
235,scie,sag,saw
236,loin,langt,far
237,mer,hav,sea
238,tirer,Dra,draw
239,gauche,venstre,left
240,tard,sent,late
241,courir,å løpe,run
242,needs a context,trenger en kontekst,don’t
243,tandis que,samtidig som,while
244,presse,skynde deg,press
245,proche,Lukk,close
246,nuit,natt,night
,,,
247,réel,ekte,real
248,vie,liv,life
249,peu,litt,few
250,nord,Nord,north
251,livre,levert,book
252,porter,bære,carry
253,a pris,tok,took
254,science,vitenskap,science
255,manger,å spise,eat
256,chambre,soverom,room
257,ami,venn,friend
258,a commencé,har begynt,began
259,idée,idé,idea
260,poisson,fisk,fish
261,montagne,fjell,mountain
262,Arrêtez,Stoppe,stop
263,une fois,En gang,once
264,base,basert,base
265,entendre,høre,hear
266,cheval,hest,horse
267,coupe,kappet av,cut
268,sûr,sikker,sure
269,regarder,å bekymre,watch
270,couleur,farge,color
271,face,ansikt,face
272,bois,drikke,wood
273,principal,hoved-,main
274,ouvert,åpen,open
275,paraître,å dukke opp,seem
276,ensemble,sammen,together
277,suivant,følgende,next
278,blanc,Hvit,white
279,enfants,barn,children
280,commencer,å starte,begin
281,eu,hadde,got
282,marcher,å gå,walk
283,exemple,eksempel,example
284,facilité,letthet,ease
285,papier,papir,paper
286,groupe,gruppe,group
287,toujours,bestandig,always
288,musique,musikk,music
289,ceux,de,those
290,tous les deux,både,both
291,marque,merke,mark
292,souvent,ofte,often
293,lettre,brev,letter
294,jusqu’à ce que,før,until
295,mile,mil,mile
,,,
296,rivière,elv,river
297,voiture,bil,car
298,pieds,føtter,feet
299,soins,omsorg,care
300,deuxième,sekund,second
301,assez,ganske,enough
302,plaine,vanlig,plain
303,fille,pike,girl
304,habituel,vanlig,usual
305,jeune,ung,young
306,prêt,klar,ready
307,au-dessus,ovenfor,above
308,jamais,aldri,ever
309,rouge,rød,red
310,liste,oppføring,list
311,bien que,selv om,though
312,sentir,føle,feel
313,parler,snakke,talk
314,oiseau,fugl,bird
315,bientôt,snart,soon
316,corps,kropp,body
317,chien,hund,dog
318,famille,familie,family
319,direct,direkte,direct
320,pose,posere,pose
321,laisser,la,leave
322,chanson,sang,song
323,mesurer,måle,measure
324,porte,dør,door
325,produit,produkt,product
326,noir,svart,black
327,court,kort,short
328,chiffre,figur,numeral
329,classe,klasse,class
330,vent,vind,wind
331,question,spørsmål,question
332,arriver,å ankomme,happen
333,complète,fullstendig,complete
334,navire,skip,ship
335,zone,sonet,area
336,moitié,halv,half
337,rock,stein,rock
338,ordre,rekkefølge,order
339,feu,Brann,fire
340,sud,Sør,south
341,problème,problem,problem
342,pièce,rom,piece
343,dit,sa,told
344,savait,visste,knew
,,,
345,passer,sende,pass
346,depuis,siden,since
347,haut,høy,top
348,ensemble,sammen,whole
349,roi,Konge,king
350,rue,gate,street
351,pouce,tommel,inch
352,multiplier,multiplisere,multiply
353,rien,ingenting,nothing
354,cours,Klasser,course
355,rester,å bli,stay
356,roue,hjul,wheel
357,plein,full,full
358,force,styrke,force
359,bleu,blå,blue
360,objet,gjenstand,object
361,décider,Bestemme seg for,decide
362,surface,område,surface
363,profond,dyp,deep
364,lune,måne,moon
365,île,Isle,island
366,pied,fot,foot
367,système,system,system
368,occupé,travelt,busy
369,test,test,test
370,record,ta opp,record
371,bateau,båt,boat
372,commun,felles,common
373,or,gull,gold
374,possible,mulig,possible
375,plan,plan,plane
376,place,torget,stead
377,sec,tørke,dry
378,se demander,lure på,wonder
379,rire,å le,laugh
380,mille,tusen,thousand
381,il ya,Det er,ago
382,ran,løp,ran
383,vérifier,å godkjenne,check
384,jeu,Spill,game
385,forme,form,shape
386,assimiler,tilpasse seg,equate
387,chaud,varmt,hot
388,manquer,å mangle,miss
389,apporté,brakte med seg,brought
390,chaleur,varme,heat
391,neige,snø,snow
392,pneu,dekk,tire
393,apporter,å ta med,bring
,,,
394,oui,Ja,yes
395,lointain,fjern,distant
396,remplir,å fylle,fill
397,est,er,east
398,peindre,å male,paint
399,langue,tunge,language
400,entre,Mellom,among
401,unité,enhet,unit
402,puissance,makt,power
403,ville,by,town
404,fin,slutt,fine
405,certain,sikker,certain
406,voler,stjele,fly
407,tomber,publiseringsdato,fall
408,conduire,kjøre,lead
409,cri,rope,cry
410,sombre,mørk,dark
411,machine,maskin,machine
412,Note,Merk,note
413,patienter,vente,wait
414,plan,plan,plan
415,figure,figur,figure
416,étoile,stjerne,star
417,boîte,eske,box
418,nom,Navn,noun
419,domaine,domene,field
420,reste,hvile,rest
421,correct,riktig,correct
422,capable,i stand,able
423,livre,levert,pound
424,Terminé,Endte,done
425,beauté,skjønnhet,beauty
426,entraînement,coaching,drive
427,résisté,gjorde motstand,stood
428,contenir,inneholde,contain
429,avant,før,front
430,enseigner,lære bort,teach
431,semaine,uke,week
432,finale,endelig,final
433,donné,gitt,gave
434,vert,grønn,green
435,oh,Åh,oh
436,rapide,fort,quick
437,développer,utvikle,develop
438,océan,hav,ocean
439,chaud,varmt,warm
440,gratuit,gratis,free
441,minute,minutt,minute
442,fort,sterk,strong
,,,
443,spécial,spesiell,special
444,esprit,ånd,mind
445,derrière,bak,behind
446,clair,klar,clear
447,queue,hale,tail
448,produire,produsere,produce
449,fait,laget,fact
450,espace,rom,space
451,entendu,forstått,heard
452,meilleur,bedre,best
453,heure,tid,hour
454,mieux,bedre,better
455,vrai,ekte,TRUE
456,pendant,under,during
457,cent,hundre,hundred
458,cinq,fem,five
459,rappeler,minnes,remember
460,étape,scene,step
461,tôt,tidlig,early
462,tenir,vent litt,hold
463,ouest,Hvor er,west
464,sol,bakke,ground
465,intérêt,renter,interest
466,atteindre,å nå,reach
467,rapide,fort,fast
468,verbe,verb,verb
469,chanter,å synge,sing
470,écouter,å høre,listen
471,six,seks,six
472,table,bord,table
473,Voyage,Tur,travel
474,moins,mindre,less
475,matin,morgen,morning
476,dix,ti,ten
477,simple,enkel,simple
478,plusieurs,diverse,several
479,voyelle,vokal,vowel
480,vers,mot,toward
481,guerre,krig,war
482,poser,å posere,lay
483,contre,mot,against
484,modèle,modell,pattern
485,lent,langsom,slow
486,centre,senter,center
487,amour,kjærlighet,love
488,personne,enhver,person
489,argent,penger,money
490,servir,å servere,serve
491,apparaître,vises,appear
,,,
492,route,vei,road
493,carte,Meny,map
494,pluie,regn,rain
495,règle,regel,rule
496,gouverner,styre,govern
497,tirer,Dra,pull
498,froid,kald,cold
499,avis,mening,notice
500,voix,stemme,voice
501,énergie,energi,energy
502,chasse,jakt,hunt
503,probable,sannsynlig,probable
504,lit,seng,bed
505,frère,bror,brother
506,œuf,egg,egg
507,tour,tårn,ride
508,cellule,celle,cell
509,croire,å tro,believe
510,peut-être,kan være,perhaps
511,choisir,Velge,pick
512,soudain,plutselig,sudden
513,compter,å telle,count
514,carré,torget,square
515,raison,eksistens,reason
516,longueur,lengde,length
517,représenter,representere,represent
518,art,Kunst,art
519,sujet,emne,subject
520,région,region,region
521,taille,skjære,size
522,varier,variere,vary
523,régler,justere,settle
524,parler,snakke,speak
525,poids,vekt,weight
526,général,generell,general
527,glace,is,ice
528,question,spørsmål,matter
529,cercle,sirkel,circle
530,paire,par,pair
531,inclure,inkludere,include
532,fracture,brudd,divide
533,syllabe,stavelse,syllable
534,feutre,følte,felt
535,grandiose,grandiose,grand
536,balle,ball,ball
537,encore,En gang til,yet
538,vague,bølge,wave
539,tomber,publiseringsdato,drop
540,cœur,hjerte,heart
,,,
541,h,h,am
542,présent,her,present
543,lourd,tung,heavy
544,danse,danse,dance
545,moteur,motor,engine
546,position,posisjon,position
547,bras,væpne,arm
548,large,stor,wide
549,voile,slør,sail
550,matériel,utstyr,material
551,fraction,brøkdel,fraction
552,forêt,skog,forest
553,s’asseoir,sitte,sit
554,course,løp,race
555,fenêtre,vindu,window
556,magasin,butikk,store
557,été,sommer,summer
558,train,tog,train
559,sommeil,søvn,sleep
560,prouver,å bevise,prove
561,seul,alene,lone
562,jambe,bein,leg
563,exercice,trening,exercise
564,mur,vegg,wall
565,capture,fange,catch
566,monture,montere,mount
567,souhaiter,å ønske,wish
568,ciel,himmel,sky
569,conseil,råd,board
570,joie,glede,joy
571,hiver,vinter,winter
572,sat,satt,sat
573,écrit,skriving,written
574,sauvage,villmann,wild
575,instrument,instrument,instrument
576,conservé,bevart,kept
577,verre,glass,glass
578,herbe,gress,grass
579,vache,ku,cow
580,emploi,bruk,job
581,bord,kant,edge
582,signe,skilt,sign
583,visite,besøk,visit
584,passé,sende,past
585,doux,myk,soft
586,amusement,moro,fun
587,clair,klar,bright
588,gaz,gass,gas
589,temps,tid,weather
,,,
590,mois,måned,month
591,million,million,million
592,porter,bære,bear
593,finition,etterbehandling,finish
594,heureux,lykkelig,happy
595,espoir,håp,hope
596,fleur,blomst,flower
597,vêtir,kle,clothe
598,étrange,rar,strange
599,disparu,falmet bort,gone
600,commerce,handel,trade
601,mélodie,melodi,melody
602,voyage,tur,trip
603,bureau,kontor,office
604,recevoir,å motta,receive
605,rangée,rad,row
606,bouche,munn,mouth
607,exact,nøyaktig,exact
608,symbole,symbol,symbol
609,mourir,å dø,die
610,moins,mindre,least
611,difficulté,vanskelighet,trouble
612,cri,rope,shout
613,sauf,unntatt,except
614,écrit,skriving,wrote
615,semence,frø,seed
616,ton,din,tone
617,joindre,bli med,join
618,suggérer,å foreslå,suggest
619,propre,egen,clean
620,pause,pause,break
621,dame,dame,lady
622,cour,domstol,yard
623,augmenter,å forsterke,rise
624,mauvais,Feil,bad
625,coup,skjære,blow
626,huile,olje,oil
627,sang,blod,blood
628,toucher,å røre,touch
629,a augmenté,økt,grew
630,cent,hundre,cent
631,mélanger,å blande sammen,mix
632,équipe,team,team
633,fil,tråd,wire
634,coût,koste,cost
635,perdu,tapt,lost
636,brun,brun,brown
637,porter,bære,wear
638,jardin,hage,garden
,,,
639,égal,lik,equal
640,expédié,sendt,sent
641,choisir,Velge,choose
642,est tombé,falt,fell
643,s’adapter,tilpasse,fit
644,débit,debet,flow
645,juste,bare,fair
646,banque,Bank,bank
647,recueillir,samle inn,collect
648,sauver,å redde,save
649,contrôle,kontroll,control
650,décimal,desimal,decimal
651,oreille,høre,ear
652,autre,annen,else
653,tout à fait,absolutt,quite
654,cassé,gått i stykker,broke
655,cas,sak,case
656,milieu,miljø,middle
657,tuer,å drepe,kill
658,fils,sønn,son
659,lac,innsjø,lake
660,moment,øyeblikk,moment
661,échelle,stige,scale
662,fort,sterk,loud
663,printemps,vår,spring
664,observer,observere,observe
665,enfant,barn,child
666,droit,lov,straight
667,consonne,konsonant,consonant
668,nation,nasjon,nation
669,dictionnaire,ordbok,dictionary
670,lait,melk,milk
671,vitesse,hastighet,speed
672,méthode,metode,method
673,organe,organ,organ
674,payer,å betale,pay
675,âge,alder,age
676,section,seksjon,section
677,robe,kjole,dress
678,nuage,Sky,cloud
679,surprise,overraskelse,surprise
680,calme,rolig,quiet
681,pierre,stein,stone
682,minuscule,bittesmå,tiny
683,montée,klatre,climb
684,frais,kostnader,cool
685,conception,design,design
686,pauvres,dårlig,poor
687,lot,mye,lot
,,,
688,expérience,erfaring,experiment
689,bas,lav,bottom
690,clé,nøkkel,key
691,fer,jern,iron
692,unique,unik,single
693,bâton,pinne,stick
694,plat,flat,flat
695,vingt,tjue,twenty
696,peau,hud,skin
697,sourire,å smile,smile
698,pli,brette,crease
699,trou,hull,hole
700,sauter,å hoppe,jump
701,bébé,baby,baby
702,huit,åtte,eight
703,village,by,village
704,se rencontrent,møte,meet
705,racine,rot,root
706,acheter,å kjøpe,buy
707,augmenter,å forsterke,raise
708,résoudre,å løse,solve
709,métal,metall,metal
710,si,hvis,whether
711,pousser,å presse,push
712,sept,syv,seven
713,paragraphe,avsnitt,paragraph
714,troisième,tredje,third
715,doit,må,shall
716,en attente,venter,held
717,cheveux,hår,hair
718,décrire,å beskrive,describe
719,cuisinier,å lage mat,cook
720,étage,scene,floor
721,chaque,Hver,either
722,résultat,resultater,result
723,brûler,å brenne,burn
724,colline,høyde,hill
725,coffre-fort,sikker,safe
726,chat,katt,cat
727,siècle,århundre,century
728,envisager,å overveie,consider
729,type,type,type
730,droit,lov,law
731,peu,litt,bit
732,côte,vurdering,coast
733,copie,kopiere,copy
734,phrase,frasering,phrase
735,silencieux,stille,silent
736,haut,høy,tall
,,,
737,sable,sand,sand
738,sol,bakke,soil
739,rouleau,rulle,roll
740,température,temperatur,temperature
741,doigt,finger,finger
742,industrie,industri,industry
743,valeur,verdi,value
744,lutte,streve,fight
745,mensonge,å ligge,lie
746,battre,å slå,beat
747,exciter,begeistre,excite
748,naturel,naturlig,natural
749,vue,sett,view
750,sens,føle,sense
751,capital,hovedstad,capital
752,ne sera pas,vil ikke bli,won’t
753,chaise,stol,chair
754,danger,fare,danger
755,fruit,frukt,fruit
756,riche,rik,rich
757,épais,tykk,thick
758,soldat,soldat,soldier
759,processus,prosess,process
760,fonctionner,funksjon,operate
761,pratique,øve på,practice
762,séparé,skille,separate
763,difficile,hard,difficult
764,médecin,doktor,doctor
765,s’il vous plaît,vær så snill,please
766,protéger,beskytte,protect
767,midi,middag,noon
768,récolte,innhøsting,crop
769,moderne,moderne,modern
770,élément,element,element
771,frapper,å slå,hit
772,étudiant,student,student
773,coin,hjørne,corner
774,partie,del,party
775,alimentation,mat,supply
776,dont,av hvilke,whose
777,localiser,Lokaliser,locate
778,anneau,ringe,ring
779,caractère,karakter,character
780,insecte,insekt,insect
781,pris,tatt,caught
782,période,periode,period
783,indiquer,indikerer,indicate
784,radio,radio,radio
785,rayon,Stråle,spoke
,,,
786,atome,atom,atom
787,humain,menneskelig,human
788,histoire,historie,history
789,effet,effekt,effect
790,électrique,elektrisk,electric
791,attendre,vente,expect
792,os,bein,bone
793,rail,skinne,rail
794,imaginer,å forestille seg,imagine
795,fournir,å levere,provide
796,se mettre d’accord,å bli enige,agree
797,ainsi,Og dermed,thus
798,doux,myk,gentle
799,femme,kvinner,woman
800,capitaine,kaptein,captain
801,deviner,å gjette,guess
802,nécessaire,nødvendig,necessary
803,net,nett,sharp
804,aile,vinge,wing
805,créer,å lage,create
806,voisin,nabo,neighbor
807,lavage,vask,wash
808,chauve-souris,flaggermus,bat
809,plutôt,heller,rather
810,foule,publikum,crowd
811,blé,korn,corn
812,comparer,sammenligne,compare
813,poème,dikt,poem
814,chaîne,kjede,string
815,cloche,Klokke,bell
816,dépendre,å stole på,depend
817,viande,kjøtt,meat
818,rub,gni,rub
819,tube,rør,tube
820,célèbre,populær,famous
921,dollar,dollar,dollar
822,courant,løping,stream
823,peur,frykt,fear
284,vue,sett,sight
825,mince,slank,thin
826,triangle,triangel,triangle
827,planète,planet,planet
828,se dépêcher,å skynde seg,hurry
829,chef,sjef,chief
830,colonie,koloni,colony
831,horloge,klokke,clock
832,mine,min,mine
833,lien,link,tie
834,entrer,Tast inn,enter
,,,
835,majeur,major,major
836,frais,kostnader,fresh
837,recherche,forskning,search
838,envoyer,sende,send
839,jaune,gul,yellow
840,pistolet,våpen,gun
841,permettre,å tillate,allow
842,impression,inntrykk,print
843,mort,død,dead
844,place,torget,spot
845,désert,ørken,desert
846,costume,dress,suit
847,courant,løping,current
848,ascenseur,heis,lift
840,rose,rosa,rose
850,arriver,å ankomme,arrive
851,maître,herre,master
852,piste,spor,track
853,mère,mor,parent
854,rivage,kysten,shore
855,division,inndeling,division
856,feuille,ark,sheet
857,substance,substans,substance
858,favoriser,å favorisere,favor
859,relier,koble,connect
860,poste,jobb,post
861,passer,sende,spend
862,corde,tau,chord
863,graisse,fett,fat
864,heureux,lykkelig,glad
865,original,opprinnelig,original
866,part,gå,share
867,station,stasjon,station
868,papa,pappa,dad
869,pain,brød,bread
870,charger,laste,charge
871,propre,egen,proper
872,bar,bar,bar
873,proposition,forslag,offer
874,segment,segmentet,segment
875,esclave,slave,slave
876,canard,and,duck
877,instant,øyeblikk,instant
878,marché,Marlet,market
879,degré,grad,degree
880,peupler,befolke,populate
881,poussin,Dame,chick
882,cher,Kjære,dear
883,ennemi,fiende,enemy
,,,
884,répondre,å svare,reply
885,boisson,drikke,drink
886,se produire,skje,occur
887,support,Brukerstøtte,support
888,discours,tale,speech
889,nature,natur,nature
890,gamme,område,range
891,vapeur,damp,steam
892,mouvement,bevegelse,motion
893,chemin,sti,path
894,liquide,væske,liquid
895,enregistrer,lagre,log
896,signifiait,betydde,meant
897,quotient,kvotient,quotient
898,dents,tenner,teeth
899,coquille,skall,shell
900,cou,nakke,neck
901,oxygène,oksygen,oxygen
902,sucre,sukker,sugar
903,décès,død,death
904,assez,ganske,pretty
905,compétence,ferdighet,skill
906,femmes,kvinner,women
907,saison,årstid,season
908,solution,løsning,solution
909,aimant,magnet,magnet
910,argent,penger,silver
911,merci,Takk skal du ha,thank
912,branche,plugget,branch
913,rencontre,møte,match
914,suffixe,suffiks,suffix
915,particulièrement,særlig,especially
916,figue,Fig,fig
917,peur,frykt,afraid
918,énorme,enorm,huge
919,sœur,søster,sister
920,acier,stål,steel
921,discuter,å diskutere,discuss
922,avant,før,forward
923,similaire,lignende,similar
924,guider,å veilede,guide
925,expérience,erfaring,experience
926,score,score,score
927,pomme,eple,apple
928,acheté,kjøpt,bought
929,LED,LED,led
930,pas,ikke,pitch
931,manteau,frakk,coat
932,masse,masse,mass
,,,
933,carte,Meny,card
934,bande,bandasjert,band
935,corde,tau,rope
936,glissement,slip,slip
937,gagner,å vinne,win
938,rêver,drøm,dream
939,soirée,kveld,evening
940,condition,tilstand,condition
941,alimentation,mat,feed
942,outil,verktøy,tool
943,total,Total,total
944,de base,grunnleggende,basic
945,odeur,lukt,smell
946,vallée,dal,valley
947,ni,eller,nor
948,double,dobbelt,double
949,siège,sete,seat
950,continuer,Fortsette,continue
951,bloc,blokkere,block
952,graphique,grafikk,chart
953,chapeau,hatt,hat
954,vendre,å selge,sell
955,succès,suksess,success
956,entreprise,virksomhet,company
957,soustraire,å trekke fra,subtract
958,événement,begivenhet,event
959,particulier,bestemt,particular
960,accord,OK,deal
961,baignade,bading,swim
962,terme,begrep,term
963,opposé,motsatte,opposite
964,femme,kvinner,wife
965,chaussure,sko,shoe
966,épaule,skulder,shoulder
967,propagation,spre,spread
968,organiser,å organisere,arrange
969,camp,leir,camp
970,inventer,finne opp,invent
971,coton,bomull,cotton
972,né,ikke,born
973,déterminer,fastslå,determine
974,litre,liter,quart
975,neuf,ni,nine
976,camion,lastebil,truck
977,bruit,bråk,noise
978,niveau,nivå,level
979,chance,flaks,chance
980,recueillir,samle inn,gather
981,boutique,butikk,shop
982,tronçon,seksjon,stretch
983,jeter,å kaste,throw
984,éclat,skinne,shine
985,propriété,eiendom,property
986,colonne,kolonne,column
987,molécule,molekyl,molecule
988,sélectionner,å velge,select
989,mal,feil,wrong
990,gris,Grå,gray
991,répétition,gjentakelse,repeat
992,exiger,krever,require
993,large,stor,broad
994,préparer,å forberede,prepare
995,sel,salt,salt
996,nez,nese,nose
997,pluriel,flertall,plural
998,colère,sinne,anger
999,revendication,krav,claim
1000,continent…,kontinent…,continent
