ID,Spanish,Norwegian,English,hvordan sover du, ¿Cómo duermes?
1,como,som,as, ¿Cómo duermes?, Hvordan sover du
2,Yo,Jeg, I,Yo estoy feliz, Jeg er glad
3,su,"hans,hennes",Su coche, Hans bil
4,que,at,that,Dijo que la casa es blanca, Han sa at huset er hvitt
5,él,han,he, El es un hombre, Han er en mann
6,era,var,was
7,para,til,for
8,en,i,on
9,son,er,are
10,con,med,with
11,ellos,de,they
12,ser,å være,be
13,en,i,at
14,uno,en,one
15,tener,å ha,have
16,este,Øst,this
17,desde,siden,from
18,por,av,by
19,caliente,varmt,hot
20,palabra,ord,word
21,pero,men,but
22,qué,at,what
23,algunos,noen,some
24,es,er,is
25,lo,den,it
26,usted,du,you
27,o,eller,or
28,tenido,hadde,had
29,la,de,the
30,de,fra,of
31,a,til,to
32,y,og,and
33,un,en,a
34,en,i,in
35,nos,oss,we
36,lata,kan,can
37,fuera,utenfor,out
38,otros,andre,other
39,eran,(de) var,were
40,que,at,which
41,hacer,gjøre,do
42,su,hans hennes deres,their
43,tiempo,vær,time
44,si,Ja,if
45,lo hará,det vil,it will
46,cómo,hvordan,how
47,dicho,(jeg) sa,said
48,un,en,an
49,cada,Hver,each
50,decir,å fortelle å si,tell
51,hacer,å gjøre,to do
52,conjunto,sett,set
53,tres,tre,three
54,querer,å ønske,want
55,aire,luft,air
56,así,så,well
57,también,også,also
58,jugar,spille,play
59,pequeño,litt,small
60,fin,slutt,end
61,poner,sette,put
62,casa,hjem,home
63,leer,å lese,read
64,mano,hånd,hand
65,puerto,havn,port
66,grande,stor,large
67,deletrear,å stave,to spell
68,añadir,å addere,to add
69,incluso,til og med,even
70,tierra,jord,land
71,aquí,her,here
72,deber,må,must
73,grande,stor,big
74,alto,høy,high
75,tal,slik,such
76,seguir,følge,follow
77,acto,handling,act
78,por qué,Hvorfor,why
79,preguntar,spørre,ask
80,hombres,mens,men
81,cambio,endring,change
82,se fue,han gikk bort,went
83,luz,lys,light
84,tipo,snill,kind
85,fuera,utenfor,off
86,necesitará,vil trenge,need
87,casa,hjem,house
88,imagen,bilde,picture
89,tratar,avtale,try
90,nosotros,Vi,us
91,de nuevo,en gang til,again
92,animal,dyr,animal
93,punto,punkt,point
94,madre,mor,mother
95,mundo,verden,world
96,cerca,nær,near
97,construir,bygge,build
98,auto,bil,self
99,tierra,land,earth
100,padre,pappa,father
101,cualquier,noen,any
102,nuevo,ny,new
103,trabajo,jobb,work
104,parte,del,part
105,tomar,ta,take
106,conseguir,å få,get
107,lugar,plass,place
108,hecho,ferdig,made
109,vivir,å leve,live
110,donde,hvor,where
111,después,etter,after
112,espalda,tilbake,back
113,poco,litt,little
114,sólo,alene,only
115,ronda,rund,round
116,hombre,Mann,man
117,años,år,year
118,vino,vin,came
119,show,Vise fram,show
120,cada,Hver,every
121,buena,flink,good
122,me,Jeg,me
123,dar,gi,give
124,nuestro,vår,our
125,bajo,under,under
126,nombre,Navn,name
127,muy,veldig,very
128,a través de,via,through
129,sólo,alene,just
130,forma,skjema,form
131,frase,setning,sentence
132,gran,stor,great
133,pensar,å tenke,think
134,decir,fortelle,say
135,ayudar,å hjelpe,help
136,bajo,under,low
137,línea,linje,line
138,ser distinto,avviker,differ
139,a su vez, samtidig,
140,causa,årsaken,cause
141,mucho,mye,much
142,significará,vil bety,mean
143,antes,før,before
144,movimiento,bevegelse,move
145,derecho,Ikke sant,right
146,niño,gutt,boy
147,viejo,gammel,old
148,demasiado,også,too
149,misma,samme,same
150,ella,hun,she
151,todo,alle,all
152,hay,det er,there
153,cuando,når,when
154,hasta,før,up
155,uso,bruk,use
156,su,det er,your
157,camino,vei,way
158,acerca,Om,about
159,muchos,Mange,many
160,entonces,deretter,then
161,ellos,de,them
162,escribir,å skrive,write
163,haría,ville gjort,would
164,como,Hva,like
165,así,Så,so
166,éstos,disse,these
167,su,det er,her
168,largo,lengde,long
169,hacer,gjøre,make
170,cosa,ting,thing
171,ver,se,see
172,él,han,him
173,dos,to,two
174,tiene,Det har,has
175,buscar,Søk,look
176,más,i tillegg til,more
177,día,dag,day
178,podía,kunne,could
179,ir,å gå,go
180,venir,komme,come
181,hizo,laget,did
182,número,Nummer,number
183,sonar,Drøm,sound
184,no,Nei,no
185,más,i tillegg til,most
186,personas,personer,people
187,mi,meg,my
188,sobre,på,over
189,saber,å vite,know
190,agua,Vann,water
191,que,at,than
192,llamada,anrop,call
193,primero,først,first
194,que,at,who
195,puede,kan,may
196,abajo,ned,down
197,lado,side,side
198,estado,tilstand,been
199,ahora,nå,now
200,encontrar,møte,find
201,cabeza,hode,head
202,de pie,stående,stand
203,propio,egen,own
204,página,side,page
205,debería,det burde,should
206,país,land,country
207,encontrado,funnet,found
208,respuesta,svar,answer
209,escuela,skole,school
210,crecer,vokse,grow
211,estudio,studere,study
212,todavía,ennå,still
213,aprender,å lære,learn
214,planta,anlegg,plant
215,cubierta,dekke,cover
216,alimentos,mat,food
217,sol,Sol,sun
218,cuatro,fire,four
219,entre,mellom,between
220,estado,tilstand,state
221,mantener,beholde,keep
222,ojo,øye,eye
223,nunca,aldri,never
224,último,siste,last
225,dejar,la,let
226,pensado,gjennomtenkt,thought
227,ciudad,by,city
228,árbol,tre,tree
229,cruzar,Kryss,cross
230,granja,gård,farm
231,duro,hard,hard
232,inicio,begynnelse,start
233,podría,kanskje,might
234,historia,historie,story
235,sierra,sag,saw
236,ahora,nå,far
237,mar,hav,sea
238,dibujar,tegne,draw
239,izquierda,venstre,left
240,tarde,sent,late
241,ejecutar,løpe,run
242,no,nei,don’t
243,mientras,samtidig som,while
244,prensa,trykk,press
245,Cerrar,Å lukke,close
246,noche,natt,night
247,reales,ekte,real
248,vida,liv,life
249,pocos,få,few
250,norte,Nord,north
251,libro,bok,book
252,llevar,bringe,carry
253,tomó,jeg tar,took
254,ciencia,vitenskap,science
255,comer,spise,eat
256,habitación,soverom,room
257,amigo,venn,friend
258,comenzó,startet,began
259,gusta,som,idea
260,peces,fisker,fish
261,montaña,fjell,mountain
262,Deténgase,Stoppe,stop
263,una vez,en gang,once
264,base de,bunnen av,base
265,escuchar,høre,hear
266,caballo,hest,horse
267,cortada,skjære,cut
268,seguro,forsikring,sure
269,ver,se,watch
270,colores,farger,color
271,cara,ansikt,face
272,madera,tre,wood
273,principal,rektor,main
274,abierta,åpen,open
275,parecer,synes,seem
276,juntos,sammen,together
277,próximo,neste,next
278,blanco,Hvit,white
279,niños,barn,children
280,comenzar,begynne,begin
281,conseguido,fikk,got
282,caminar,å gå,walk
283,ejemplo,eksempel,example
284,aliviar,lindre,ease
285,papel,papir,paper
286,grupo,gruppe,group
287,siempre,for alltid,always
288,música,musikk,music
289,los,de,those
290,ambos,begge to,both
291,marca,merke,mark
292,menudo,ofte,often
293,carta,brev,letter
294,hasta,før,until
295,milla,mil,mile
296,río,elv,river
297,coche,bil,car
298,pies,føtter,feet
299,cuidado,by,care
300,segundo,,second
301,suficiente,nok,enough
302,llano,flat,plain
303,chica,pike,girl
304,habitual,vanlig,usual
305,joven,ung mann,young
306,listo,klar,ready
307,por encima de,ovenfor,above
308,nunca,aldri,ever
309,rojo,rød,red
310,lista,klar,list
311,aunque,selv om,though
312,sentir,føle,feel
313,charla,chatte,talk
314,pájaro,fugl,bird
315,pronto,tidlig,soon
316,cuerpo,kropp,body
317,perro,hund,dog
318,familia,familie,family
319,directa,direkte,direct
320,plantear,posere,pose
321,dejar,la,leave
322,canción,sang,song
323,medir,måle,measure
324,puerta,dør,door
325,producto,produkt,product
326,negro,svart,black
327,corto,kort,short
328,numeral,tall,numeral
329,clase,klasse,class
330,viento,vind,wind
331,pregunta,spørsmål,question
332,suceder,skje,happen
333,completo,full,complete
334,buque,fartøy,ship
335,zona,sone,area
336,medio,halv,half
337,roca,stein,rock
338,orden,rekkefølge,order
339,fuego,Brann,fire
340,sur,sør,south
341,problema,prolem,problem
342,pieza,del,piece
343,dicho,ordtak,told
344,sabía,jeg visste,knew
345,pasar,å skje,pass
346,desde,siden,since
347,cima,topp,top
348,todo,alle,whole
349,rey,Konge,king
350,calle,gate,street
351,pulgadas,tommer,inch
352,multiplicar,multiplisere,multiply
353,nada,ingenting,nothing
354,curso,kurs,course
355,quedarse,å bli,stay
356,rueda,hjul,wheel
357,completo,full,full
358,fuerza,makt,force
359,azul,blå,blue
360,objeto,gjenstand,object
361,decidir,å bestemme,decide
362,superficie,flate,surface
363,profunda,dyp,deep
364,luna,Måne,moon
365,isla,Øy,island
366,pie,fot,foot
367,sistema,system,system
368,ocupado,okkupert,busy
369,prueba,bevis,test
370,registro,ta opp,record
371,barco,skip,boat
372,común,vanlig,common
373,oro,gull,gold
374,posible,mulig,possible
375,plano,flat,plane
376,lugar,plass,stead
377,seco,tørke,dry
378,maravilla,Herlig,wonder
379,risa,latter,laugh
380,mil,tusen,thousand
381,hace,gjøre,ago
382,corrió,løp,ran
383,comprobar,kryss av,check
384,juego,spille,game
385,forma,skjema,shape
386,equiparar,likestille,equate
387,caliente,varmt,hot
388,señorita,frøken,miss
389,traído,brakte med seg,brought
390,calor,varmt,heat
391,nieve,snø,snow
392,neumáticos,dekk,tire
393,traer,å bringe,bring
394,sí,Ja,yes
395,distante,fjern,distant
396,llenar,Fyll inn,fill
397,al este,Mot øst,east
398,pintar,maling,paint
399,idioma,Språk,language
400,entre,blant,among
401,unidad,Enhet,unit
402,potencia,makt,power
403,ciudad,by,town
404,fina,fint,fine
405,cierto,sikker,certain
406,volar,å fly,fly
407,caer,falle,fall
408,conducir,lede,lead
409,grito,hyle,cry
410,oscuro,Mørk,dark
411,máquina,maskin,machine
412,nota,Merk,note
413,espere,Vente,wait
414,plan de,plan for,plan
415,figura,figur,figure
416,estrella,stjerne,star
417,caja,eske,box
418,sustantivo,substantiv,noun
419,campo,landsbygda,field
420,resto,hvile,rest
421,correcta,riktig,correct
422,capaz,i stand,able
423,libra,pund,pound
424,hecho,ferdig,done
425,belleza,skjønnhet,beauty
426,unidad,Enhet,drive
427,destacado,fremragende,stood
428,contener,inneholde,contain
429,delante,foran,front
430,enseñar,å lære,teach
431,semana,uke,week
432,último,siste,final
433,dio,det ga,gave
434,verde,grønn,green
435,oh,Åh,oh
436,rápido,Rask,quick
437,desarrollar,utvikle,develop
438,océano,hav,ocean
439,caliente,varmt,warm
440,libre,gratis,free
441,minuto,minutt,minute
442,fuerte,sterk,strong
443,especial,spesiell,special
444,mente,tankene,mind
445,detrás,bak,behind
446,claro,Sikker,clear
447,cola,hale,tail
448,Produce,Produserer,produce
449,hecho,ferdig,fact
450,espacio,rom,space
451,oído,hørsel,heard
452,mejor,bedre,best
453,horas,timer,hour
454,mejor,bedre,better
455,verdadero,ekte,TRUE
456,durante,i løpet av,during
457,cien,ett hundre,hundred
458,cinco,fem,five
459,recordar,minne om,remember
460,paso,Han passerte,step
461,temprano,tidlig,early
462,mantenga,hold følge,hold
463,oeste,Vest,west
464,suelo,gulv,ground
465,interés,renter,interest
466,llegar,å ankomme,arrive
467,rápido,Rask,fast
468,verbo,verb,verb
469,cantar,synge,sing
470,escuchar,høre,listen
471,seis,seks,six
472,mesa,pulten,table
473,viajes,reiser,travels
474,menos,mindre,less
475,mañana,morgen,morning
476,diez,ti,ten
477,sencilla,enkel,simple
478,varios,flere,several
479,vocal,vokal,vowel
480,hacia,mot,toward
481,guerra,krig,war
482,sentar,sitte,lay
483,contra,imot,against
484,patrón,Mønster,pattern
485,lenta,sakte,slow
486,centro,senter,center
487,amar,å elske,love
488,persona,person,person
489,dinero,penger,money
490,servir,å servere,serve
491,aparecerá,vil dukke opp,appear
492,carretera,hovedvei,road
493,mapa,Kart,map
494,lluvia,regn,rain
495,regla,regel,rule
496,gobernar,styre,govern
497,Halar,Dra,pull
498,frío,kald,cold
499,aviso,legge merke til,notice
500,voz,stemme,voice
501,energía,Energi,energy
502,caza,jakt,hunt
503,probable,sannsynlig,probable
504,cama,seng,bed
505,hermano,bror,brother
506,huevo,egg,egg
507,paseo,gå,ride
508,celular,mobilnettet,cell
509,creer,tro,believe
510,quizás,kanskje,perhaps
511,recoger,samle inn,pick
512,repentina,plutselig,sudden
513,contar,å telle,count
514,plaza,plass,square
515,razón,årsak,reason
516,longitud,lengde,length
517,representar,representere,represent
518,arte,Kunst,art
519,sujeto,Emne,subject
520,región,region,region
521,tamaño,størrelse,size
522,variar,å variere,vary
523,resolver,å løse,settle
524,hablar,snakke,speak
525,peso,vekt,weight
526,general,generell,general
527,hielo,is,ice
528,materia,materie,matter
529,círculo,sirkel,circle
530,par,par,pair
531,incluir,å inkludere,include
532,brecha,mellomrom,divide
533,sílaba,stavelse,syllable
534,sentido,følte,felt
535,gran,stor,grand
536,bola,ball,ball
537,aún,fortsatt,yet
538,ola,bølge,wave
539,caer,falle,drop
540,corazón,hjerte,heart
541,am,ER,am
542,presente,Tilstede,present
543,pesada,tung,heavy
544,danza,danse,dance
545,motor,motor,engine
546,posición,posisjon,position
547,brazo,væpne,arm
548,amplio,stor,wide
549,vela,stearinlys,sail
550,materiales,materialer,material
551,fracción,brøkdel,fraction
552,bosque,skog,forest
553,sentarse,sitt ned,sit
554,carrera,karriere,race
555,ventana,vindu,window
556,tienda,butikk,store
557,verano,sommer,summer
558,tren,tog,train
559,sueño,drøm,sleep
560,demostrar,vise fram,prove
561,solitario,ensom,lone
562,pierna,bein,leg
563,ejercicio,trening,exercise
564,pared,vegg,wall
565,capturas,fangst,catch
566,monte,fjell,mount
567,desear,å ønske,wish
568,cielo,himmel,sky
569,bordo,borde,board
570,alegría,glede,joy
571,invierno,vinter,winter
572,satélite,satellitt,sat
573,escrito,skrevet,written
574,salvaje,vill,wild
575,instrumento,instrument,instrument
576,guardado,lagret,kept
577,vidrio,glass,glass
578,hierba,Urt,grass
579,vaca,ku,cow
580,trabajo,jobb,job
581,borde,kant,edge
582,signo,skilt,sign
583,visita,besøk,visit
584,pasado,siste,past
585,suave,skånsom,soft
586,diversión,moro,fun
587,brillante,skinnende,bright
588,gas,gass,gas
589,tiempo,vær,weather
590,mes,måned,month
591,millones,millioner,million
592,soportar,tåle,bear
593,acabado,bli ferdig,finish
594,feliz,lykkelig,happy
595,esperanza,håp,hope
596,flor,blomst,flower
597,vestir,ha på,clothe
598,extraño,rar,strange
599,se ha ido,Det er borte,gone
600,comercio,handel,trade
601,melodía,melodi,melody
602,viaje,reise,trip
603,oficina,kontor,office
604,recibir,å motta,receive
605,fila,rad,row
606,boca,munn,mouth
607,exacta,nøyaktig,exact
608,símbolo,symbol,symbol
609,morir,Å dø,die
610,menos,mindre,least
611,problema,utgave,trouble
612,grito,hyle,shout
613,excepto,unntatt,except
614,escribió,skrev,wrote
615,semilla,frø,seed
616,tono,tone,tone
617,unirse,bli med,join
618,sugerir,foreslå,suggest
619,limpia,ren,clean
620,rotura,gå i stykker,break
621,dama,dame,lady
622,patio,gårdsplass,yard
623,aumentando,økende,rise
624,mal,feil,bad
625,golpe,slå,blow
626,aceite,olje,oil
627,sangre,blod,blood
628,tocar,å røre,touch
629,creció,vokste opp,grew
630,ciento,hundre,cent
631,mezclar,Blande,mix
632,equipo,team,team
633,alambre,metalltråd,wire
634,costo,koste,cost
635,perdido,tapt,lost
636,marrón,brun,brown
637,desgaste,ha på,wear
638,jardín,hage,garden
639,igual,samme,equal
640,enviado,sendt,sent
641,elegir,å velge,choose
642,cayó,det falt,fell
643,encajar,å passe inn,fit
644,fluir,strømme,flow
645,justo,rettferdig,fair
646,banco,Bank,bank
647,recoger,samle inn,collect
648,guardar,lagre,save
649,el control,kontrollen,control
650,decimal,desimal,decimal
651,oído,hørsel,ear
652,demás,resten,else
653,bastante,Ganske,quite
654,rompió,blakk,broke
655,caso,sak,case
656,medio,halv,middle
657,matar,drepe,kill
658,hijo,sønn,son
659,lago,innsjø,lake
660,momento,øyeblikk,moment
661,escala,skala,scale
662,fuerte,sterk,loud
663,primavera,vår,spring
664,observar,observere,observe
665,niño,gutt,child
666,recta,rett,straight
667,consonante,konsonant,consonant
668,nación,nasjon,nation
669,diccionario,ordbok,dictionary
670,leche,melk,milk
671,velocidad,hastighet,speed
672,método,metode,method
673,órgano,organ,organ
674,pagar,å betale,pay
675,edad,alder,age
676,sección,seksjon,section
677,vestido,kjole,dress
678,nube,Sky,cloud
679,sorpresa,overraskelse,surprise
680,tranquila,fredelig,quiet
681,piedra,stein,stone
682,pequeño,litt,tiny
683,ascenso,stigning,climb
684,fresco,kul,cool
685,diseño,design,design
686,pobre,dårlig,poor
687,mucho,mye,lot
688,experimento,eksperiment,experiment
689,inferior,Nedre,bottom
690,clave,nøkkel,key
691,hierro,jern,iron
692,sola,alene,single
693,palillo,tannpirker,stick
694,plana,flat,flat
695,veinte,tjue,twenty
696,piel,hud,skin
697,sonrisa,smil,smile
698,pliegue,brette,crease
699,agujero,hull,hole
700,saltar,hoppe,jump
701,bebé,baby,baby
702,ocho,åtte,eight
703,pueblo,by,village
704,se reúnen,de møtes,meet
705,raíz,rot,root
706,comprar,Kjøp,buy
707,aumentar,øke,raise
708,resolver,finne ut av,solve
709,de metal,av metall,metal
710,si,Ja,whether
711,empujar,Trykk,push
712,siete,syv,seven
713,párrafo,avsnitt,paragraph
714,tercero,tredje,third
715,deberá,skal,shall
716,en espera,på vent,held
717,pelo,hår,hair
718,describir,beskrive,describe
719,cocinero,kokk,cook
720,piso,gulv,floor
721,ya sea,enten,either
722,resultado,resultat,result
723,quemar,brenne,burn
724,colina,høyde,hill
725,seguro,forsikring,safe
726,gato,katt,cat
727,siglo,århundre,century
728,considerar,å overveie,consider
729,tipo,snill,type
730,ley,lov,law
731,bit,bit,bit
732,costa,kyst,coast
733,copia,kopiere,copy
734,frase,setning,phrase
735,silencio,stillhet,silent
736,de altura,Høy,tall
737,arena,sand,sand
738,suelo,gulv,soil
739,rollo,rull,roll
740,temperatura,temperatur,temperature
741,dedo,finger,finger
742,industria,industri,industry
743,valor,verdi,value
744,lucha,streve,fight
745,mentira,å ligge,lie
746,batir,riste,beat
747,excitar,opphisse,excite
748,naturales,naturlig,natural
749,vista,syn,view
750,sentido,føle,sense
751,de capital,hovedstad,capital
752,no lo hará,det vil ikke,won’t
753,silla,stol,chair
754,peligro,fare,danger
755,fruta,frukt,fruit
756,rica,nydelig,rich
757,de espesor,tykkelse,thick
758,soldado,soldat,soldier
759,proceso,prosess,process
760,operar,operere,operate
761,práctica,øve på,practice
762,separada,separert,separate
763,difícil,hard,difficult
764,médico,doktor,doctor
765,por favor,vær så snill,please
766,proteger,å beskytte,protect
767,mediodía,middagstid,noon
768,de cultivos,av avlinger,crop
769,moderno,moderne,modern
770,elemento,element,element
771,golpear,slå,hit
772,estudiante,student,student
773,esquina,hjørne,corner
774,partido,kamp,party
775,suministro,forsyning,supply
776,cuya,hvem sin,whose
777,localizar,å lokalisere,locate
778,anillo,ringe,ring
779,carácter,karakter,character
780,insecto,insekt,insect
781,capturado,fanget,caught
782,período,periode,period
783,indicar,indikerer,indicate
784,Radio,Radio,radio
785,habló,snakke,spoke
786,átomo,atom,atom
787,humana,menneskelig,human
788,historia,historie,history
789,efecto,effekt,effect
790,eléctrica,elektrisk,electric
791,esperar,forventer,expect
792,hueso,bein,bone
793,ferrocarril,jernbane,rail
794,imaginar,Å forestille seg,imagine
795,proporcionar,gi,provide
796,acuerdo,avtale,agree
797,"por tanto,","så,",thus
798,suave,skånsom,gentle
799,mujer,kvinne,woman
800,capitán,kaptein,captain
801,adivinar,Gjett,guess
802,necesario,nødvendig,necessary
803,agudo,akutt,sharp
804,ala,til,wing
805,crear,skape,create
806,vecino,nabo,neighbor
807,lavado,vasket,wash
808,bate,flaggermus,bat
809,más bien,heller,rather
810,multitud,publikum,crowd
811,maíz,korn,corn
812,comparar,sammenligne,compare
813,poema,dikt,poem
814,cadena,kjede,string
815,campana,kampanje,bell
816,dependerá,vil avhenge,depend
817,carne,kjøtt,meat
818,frotar,gni,rub
819,tubo,rør,tube
820,famoso,berømt,famous
921,dólar,dollar,dollar
822,corriente,strøm,stream
823,miedo,redd,fear
284,vista,syn,sight
825,delgado,tynn,thin
826,triángulo,triangel,triangle
827,planeta,planet,planet
828,prisa,skynde deg,hurry
829,jefe,sjef,chief
830,colonia,Forstad,colony
831,reloj,se,clock
832,mina,min,mine
833,empate,slips,tie
834,entrar,kom inn,enter
835,importante,viktig,major
836,fresco,kul,fresh
837,búsqueda,Søk,search
838,enviar,Sende,send
839,amarillo,gul,yellow
840,pistola,våpen,gun
841,permitir,la,allow
842,print,skrive ut,print
843,muerto,død,dead
844,lugar,plass,spot
845,desierto,ørken,desert
846,traje,dress,suit
847,actual,strøm,current
848,ascensor,løfte,lift
840,rosa,rose,rose
850,llegar,å nå,arrive
851,master,herre,master
852,pista,ledetråd,track
853,padre,pappa,parent
854,orilla,Bank,shore
855,división,inndeling,division
856,hoja,blad,sheet
857,sustancia,substans,substance
858,favorecer,favorisere,favor
859,conectar,koble,connect
860,mensaje,beskjed,post
861,pasar,skje,spend
862,acorde,akkord,chord
863,grasa,fett,fat
864,contento,lykkelig,glad
865,originales,opprinnelig,original
866,cuota,dele,share
867,estación,stasjon,station
868,papá,far,dad
869,pan,brød,bread
870,cobrar,samle inn,charge
871,adecuada,tilstrekkelig,proper
872,barra,bar,bar
873,oferta,by på,offer
874,segmento,segmentet,segment
875,esclavo,slave,slave
876,pato,and,duck
877,instantánea,øyeblikksbilde,instant
878,mercado,marked,market
879,grado,karakter,degree
880,poblar,fylle ut,populate
881,polluelo,dama,chick
882,querido,Kjære,dear
883,enemigo,fiende,enemy
884,responder,svar,reply
885,bebida,drikke,drink
886,producirse,skje,occur
887,apoyo,Støtte for,support
888,discurso,tale,speech
889,naturaleza,natur,nature
890,alcance,omfang,range
891,vapor,damp,steam
892,movimiento,bevegelse,motion
893,camino,vei,path
894,líquido,væske,liquid
895,log,Logg,log
896,significado,betydning,meant
897,cociente,kvotient,quotient
898,dientes,tenner,teeth
899,concha,skall,shell
900,cuello,nakke,neck
901,oxígeno,oksygen,oxygen
902,azúcar,sukker,sugar
903,muerte,død,death
904,bastante,Ganske,pretty
905,habilidad,ferdighet,skill
906,mujeres,kvinner,women
907,temporada,årstid,season
908,solución,løsning,solution
909,imán,magnet,magnet
910,plata,sølv,silver
911,gracias,Takk skal du ha,thank
912,rama,gren,branch
913,partido,kamp,match
914,sufijo,suffiks,suffix
915,especialmente,spesielt,especially
916,higo,Fig,fig
917,miedo,redd,afraid
918,enorme,enorm,huge
919,hermana,søster,sister
920,acero,stål,steel
921,discutir,argumentere,discuss
922,adelante,fremover,forward
923,similar,Lignende,similar
924,guiar,guide,guide
925,experiencia,erfaring,experience
926,puntuación,tegnsetting,score
927,manzana,eple,apple
928,comprado,kjøpt,bought
929,llevado,båret,led
930,pitch,tonehøyde,pitch
931,abrigo,frakk,coat
932,masa,deig,mass
933,tarjeta,kort,card
934,banda,bånd,band
935,cuerda,streng,rope
936,deslizamiento,gli,slip
937,ganar,vinne,win
938,soñar,Lyd,dream
939,noche,natt,evening
940,condición,tilstand,condition
941,pienso,jeg tror,feed
942,herramienta,verktøy,tool
943,totales,totaler,total
944,básico,grunnleggende,basic
945,olor,lukt,smell
946,valle,Dal,valley
947,ni,ingen,nor
948,doble,dobbelt,double
949,asiento,sete,seat
950,continuar,Fortsette,continue
951,bloque,blokkere,block
952,tabla,bord,chart
953,sombrero,hatt,hat
954,vender,å selge,sell
955,éxito,suksess,success
956,empresa,virksomhet,company
957,restar,trekke fra,subtract
958,evento,begivenhet,event
959,particular,bestemt,particular
960,acuerdo,avtale,deal
961,nadar,å svømme,swim
962,plazo,begrep,term
963,opuesta,motsatte,opposite
964,esposa,kone,wife
965,zapato,sko,shoe
966,hombro,skulder,shoulder
967,propagación,spredt,spread
968,organizar,organisere,arrange
969,campamento,leir,camp
970,inventar,finne opp,invent
971,algodón,bomull,cotton
972,nacido,Født,born
973,determinar,Bestemme seg for,determine
974,cuarto de galón,kvart,quart
975,nueve,ni,nine
976,camión,lastebil,truck
977,ruido,bråk,noise
978,nivel,nivå,level
979,oportunidad,sjanse,chance
980,reunir,samle,gather
981,tienda,butikk,shop
982,tramo,seksjon,stretch
983,lanzar,kaste,throw
984,brillo,lysstyrke,shine
985,propiedad,eiendom,property
986,columna,kolonne,column
987,molécula,molekyl,molecule
988,seleccionar,å velge,select
989,mal,feil,wrong
990,gris,Grå,gray
991,repita,gjenta,repeat
992,exigir,kreve,require
993,amplio,stor,broad
994,preparar,forberede,prepare
995,sal,Salt,salt
996,nariz,nese,nose
997,plurales,flertall,plural
998,cólera,sinne,anger
999,reclamación,krav,claim
1000,continente,kontinent,continent
